Título,Ofertas,Serie,Pantalla_Tamaño (pulgadas),Pantalla_Diagonal (cm),Pantalla_Tecnología,Pantalla_Luminosidad (cd/m²),Procesador,Disco_Duro_Tipo,Gráfica_Salida,Gráfica_Resolución externa,Conectividad_Lector de tarjetas,Comunicaciones_Conectividad,Comunicaciones_Versión Bluetooth,Cámara_Webcam,Cámara_Función de la cámara,Cámara_Resolución de la cámara,Teclado_Tipo de teclado,Teclado_Número de teclas,Teclado_Teclas adicionales,Sonido_Número de altavoces,Alimentación_Batería,Alimentación_Autonomía de la batería,Alimentación_Vatios-hora,Alimentación_Alimentación,Medidas y peso_Material de la carcasa,Medidas y peso_Diseño,Medidas y peso_Profundidad,Medidas y peso_Altura,Medidas y peso_Ancho,Medidas y peso_Peso,Otras características_Equipamiento,Otras características_Seguridad integrada,Otras características_Sensor,Otras características_Fecha de lanzamiento,Comunicaciones_Estándar wifi,Pantalla_Resolución de pantalla,Pantalla_Densidad de píxeles,Pantalla_Tasa de actualización de imagen,Procesador_Fabricante del procesador,Procesador_Tipo de procesador,Disco duro_Número de discos duros (instalados),Gráfica_Fabricante de la tarjeta gráfica,Gráfica_Memoria gráfica,Sistema operativo_Sistema operativo,Conectividad_Tipo de tarjetas compatibles,Sonido_Sistema de altavoces,Pantalla_Formato de imagen,Procesador_Nombre en clave del procesador,Procesador_Nivel de caché,Procesador_Caché,RAM_Memoria RAM,RAM_Tipo de RAM,RAM_Frecuencia de la memoria,Disco duro_Capacidad de memoria SSD,Teclado_Característica del teclado,Sonido_Potencia de altavoces,Alimentación_Número de celdas,Medidas y peso_Color,Otras características_Portátil configurable,Procesador_Número de núcleos del procesador,Procesador_Frecuencia de reloj,Procesador_Frecuencia turbo máx.,Procesador_Potencia máx. de diseño térmico (TDP),Gráfica_Tipo de memoria gráfica,Sistema operativo_Arquitectura bit,Pantalla_Tiempo de reacción,RAM_Extensión de memoria máxima,Gráfica_Tarjeta gráfica,Comunicaciones_Transmisión de datos,Almacenamiento_Lector óptico,Alimentación_Voltaje de salida,Alimentación_Intensidad de corriente,Otras características_Características especiales,Pantalla_Pantalla,Comunicaciones_Estándar LAN,Sonido_Modo de sonido HDMI,Alimentación_Capacidad de la batería,Otras características_Certificación,IA_Característica IA,RAM_Número de ranuras de memoria RAM,RAM_Ranura de memoria RAM instaladas,RAM_Configuración de memoria RAM,Procesador_Chipset,Otras características_Software incluido,Gráfica_GPU,Pantalla_Propiedades de la pantalla,IA_Función IA,IA_Procesador IA,Disco duro_Capacidad del disco duro,Otras características_Localización,Conectividad_Conexión,Otras características_Expansión de hardware,Otras características_Artículo incluido,Otras características_Características de la carcasa,Otras características_Certificado,Gráfica_Característica de la tarjeta gráfica,Tipo,Conectividad_Conexión frontal,Propiedades de la carcasa_Tipo de caja,Propiedades de la carcasa_Color,Medidas y peso_Alto,Propiedades de la carcasa_Material de la carcasa,Propiedades de la carcasa_Alimentación,Adecuado para,Procesador_Frecuencia del reloj,Procesador_Zócalo de CPU,Procesador_Número de hilos de ejecución,Procesador_TDP,Procesador_Chipset de la placa base,RAM_Número de ranuras para memoria RAM,Gráfica_Número de ranuras para PCIe,"Propiedades de la carcasa_Bahía interna de 2,5""","Propiedades de la carcasa_Bahía interna de 3,5""",Disco duro_Capacidad disco duro (TB),"Propiedades de la carcasa_Bahía externa de 5,25""",Otras características_Modo de sonido,Propiedades de la carcasa_Superficie del material,Disco duro_Capacidad disco duro (GB),"Propiedades de la carcasa_Bahía externa de 3,5""",Procesador_Procesadores compatibles,Precio_Min,Precio_Max,Precio_Mean,Categoria_General
"Lenovo ThinkStation P3 Tiny
30H00096GE",1.0,Lenovo ThinkStation,,,,,Intel Core i7-14700,disco duro M.2 SSD,,,,Ethernet,,,,,,,,,,,,,,,"18,2 cm",,"3,7 cm",,disco duro SSD,,,,,,,,Intel,Core i7,1.0,,memoria compartida,Microsoft Windows 11 Professional,,,,Raptor Lake Refresh,,33 MB,32 GB,DDR5,5.600 MHz,1.000 GB,,,,,,20 núcleos,2.100 MHz,"5,4 GHz",,,,,,Intel UHD Graphics 770,,ninguno,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,"17,9 cm",,230 W,empresas,"2,1 GHz",,28.0,65 W,,,,,,,,,,,,,1582.4,1582.4,1582.4,Otro
"Lenovo ThinkCentre M70q Gen4
12E3005FGE",1.0,Lenovo ThinkCentre,,,,,Intel Core i5-13400T,disco duro M.2 SSD,,,,"wifi, Bluetooth, Ethernet",,,,,,,,,,,,,,,"18,3 cm",,"3,65 cm",,disco duro SSD,,,,,,,,Intel,Core i5,1.0,,memoria compartida,ninguno,,,,,,20 MB,16 GB,DDR4,3.200 MHz,512 GB,,,,,,6 núcleos,,"4,4 GHz",,,,,,Intel UHD Graphics 730,,ninguno,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,"17,9 cm",,135 W,empresas,"1,3 GHz",,16.0,,Intel Q670,,,,,,,,,,,,714.95,714.95,714.95,Otro
"MSI Cubi NUC 1M
1M-007BDE",1.0,MSI Cubi,,,,,Intel Core 7 150U,disco duro M.2 SSD,HDMI,,,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,,,,,,,,,,,,,,"13,56 cm",,"13,56 cm","0,63 kg",,,,,Wi-Fi 6E,,,,Intel,Intel Core 7,0.0,,memoria compartida,,,,,Raptor Lake,,12 MB,,DDR5,,,,,,,,10 núcleos,1.800 MHz,"5,4 GHz",,,,,64 GB,Intel Graphics,,ninguno,,,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,negro,"5,01 cm",,,bricolaje,"1,8 GHz",Socket FCBGA 1744,12.0,15 W,,,,,,,,,,,,,629.4,629.4,629.4,Otro
"Lenovo ThinkCentre M90s Gen4
12HQ0007SP",1.0,Lenovo ThinkCentre,,,,,Intel Core i5-13600,disco duro SSD,,,,"wifi, Ethernet, Bluetooth",Bluetooth 5.1,,,,,,,,,,,,,,"29,8 cm",,"92,6 cm","5,3 kg","conector de seguridad Kensington, disco duro SSD",,,,IEEE 802.11ax,,,,,Core i5,1.0,,memoria compartida,Microsoft Windows 11 Professional,,,,,,,16 GB,DDR5,4.400 MHz,512 GB,,,,,,,,,,,64-Bit,,128 GB,Intel UHD Graphics 770,,,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,,,Desktop,,desktop,negro,"33,9 cm",,260 W,empresas,,,,,,4.0,,,,,,,,,,,446.12,446.12,446.12,Otro
"Lenovo ThinkCentre M70q Gen4
12E3005WGE",1.0,Lenovo ThinkCentre,,,,,Intel Core i5-13400T,disco duro M.2 SSD,,,,"wifi, Bluetooth, Ethernet",,,,,,,,,,,,,,,"18,3 cm",,"3,65 cm",,disco duro SSD,,,,,,,,Intel,Core i5,1.0,,memoria compartida,ninguno,,,,,,20 MB,16 GB,DDR4,3.200 MHz,256 GB,,,,,,6 núcleos,,"4,4 GHz",,,,,,Intel UHD Graphics 730,,ninguno,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,"17,9 cm",,90 W,empresas,"1,3 GHz",,16.0,,Intel Q670,,,,,,,,,,,,694.56,694.56,694.56,Otro
"Lenovo ThinkStation P3 Tiny
30H0006BGE",1.0,Lenovo ThinkStation,,,,,Intel Core i7-14700,disco duro M.2 SSD,Mini-DisplayPort,,,"Ethernet, wifi, Bluetooth",,,,,,,,,,,,,,,"18,2 cm",,"3,7 cm",,disco duro SSD,,,,,,,,Intel,Core i7,1.0,,4096 MB,Microsoft Windows 11 Professional,,,,Raptor Lake Refresh,,33 MB,16 GB,DDR5,,512 GB,,,,,,20 núcleos,2.100 MHz,"5,4 GHz",,GDDR6,,,,NVIDIA Quadro T400,,,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,"17,9 cm",,,empresas,"2,1 GHz",,28.0,65 W,,,,,,,,,,,,,1585.73,1585.73,1585.73,Otro
"HP 295 G8 Microtorre
Microtower 8T3M3ES",1.0,,,,,,AMD Ryzen 5 5600G,disco duro M.2 SSD,,,,Ethernet,,,,,,,,,,,,,,,"29,7 cm",,"15,5 cm","5,52 kg",disco duro SSD,,,,,,,,AMD,Ryzen 5,1.0,,memoria compartida,Microsoft Windows 11 Professional,,,,,,16 MB,16 GB,DDR4,3.200 MHz,512 GB,,,,,,6 núcleos,,"4,4 GHz",,,,,32 GB,AMD Radeon Graphics,,,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,,,Desktop,,microtorre,negro,"33,7 cm",,180 W,empresas,"3,9 GHz",,12.0,65 W,,2.0,,,,,,,,,,,1119.45,1119.45,1119.45,Otro
"Lenovo ThinkCentre M70q Gen5
12TD002RGE",1.0,Lenovo ThinkCentre,,,,,Intel Core i3-13100T,disco duro M.2 SSD,,,,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,,,,,,,,,,,,,,"18,29 cm",,"3,65 cm","1,25 kg",disco duro SSD,,,,IEEE 802.11ax,,,,Intel,Core i3,1.0,,memoria compartida,ninguno,,,,Raptor Lake,,12 MB,8 GB,DDR5,4.800 MHz,256 GB,,,,,,4 núcleos,,"4,2 GHz",,,,,64 GB,Intel UHD Graphics 730,,ninguno,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,"17,9 cm",,65 W / corriente alterna 120/230 V,empresas,"2,5 GHz",,8.0,,Intel Q670,2.0,,,,,,,,,,,493.79,493.79,493.79,Otro
"HP Pro SFF 290 G9
883V0EA#ABZ",1.0,HP Pro,,,,,Intel Core i7-13700,disco duro SSD,,,,Ethernet,,,,,,,,,,,,,,,"30,3 cm",,"9,5 cm","4,2 kg",,,,,,,,,Intel,Core i7,1.0,,memoria compartida,Microsoft Windows 11 Professional,,,,Raptor Lake,,30 MB,8 GB,DDR4,3.200 MHz,256 GB,,,,,,16 núcleos,2.100 MHz,"5,2 GHz",,,64-Bit,,32 GB,Intel UHD Graphics 770,,grabadora DVD,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma pequeño (SFF),negro,27 cm,,180 W / corriente alterna 120/230 V,empresas,"2,1 GHz",Socket 1700,24.0,219 W,Intel H670,2.0,,,,,,,,,1.0,,915.78,915.78,915.78,Otro
"Lenovo ThinkStation P3 Tiny
30H00069GE",1.0,Lenovo ThinkStation,,,,,Intel Core i7-14700,disco duro M.2 SSD,Mini-DisplayPort,,,"Ethernet, wifi, Bluetooth",,,,,,,,,,,,,,,"18,2 cm",,"3,7 cm",,disco duro SSD,,,,,,,,Intel,Core i7,1.0,,8192 MB,Microsoft Windows 11 Professional,,,,Raptor Lake Refresh,,33 MB,32 GB,DDR5,,1.000 GB,,,,,,20 núcleos,2.100 MHz,"5,4 GHz",,GDDR6,,,,NVIDIA T1000,,,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,"17,9 cm",,,empresas,"2,1 GHz",,28.0,65 W,,,,,,,,,,,,,2073.64,2073.64,2073.64,Otro
"Acer X2 VX2690G
Veriton X 2690G (DT.VWNET.00N)",,Acer Veriton,,,,,Intel Core i5-12400,disco duro SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel,Core i5,,,,Microsoft Windows 11 Professional,,,,Alder Lake,,18 MB,8 GB,,,256 GB,,,,,,6 núcleos,2.500 MHz,"4,4 GHz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desktop,,desktop,,,,,,"2,5 GHz",Socket 1700,12.0,65 W,,,,,,,,,,,,,,,,Otro
"HP Z2 SFF G9 Workstation
86C27EA",1.0,HP Z2,,,,,Intel Core i5-13400,disco duro SSD,DisplayPort,,,Ethernet,,,,,,,,,,,,,,,"30,8 cm",,"38,4 cm",,,,,,,,,,Intel,Core i5,,,"4096 MB, memoria compartida",Microsoft Windows 11 Professional,,,,Raptor Lake,,20 MB,16 GB,DDR5,5.600 MHz,512 GB,,,,,,10 núcleos,2.500 MHz,"4,6 GHz",,GDDR6,64-Bit,,64 GB,,,ninguno,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma pequeño (SFF),negro,10 cm,,corriente alterna 120/230 V,empresas,"2,5 GHz",Socket 1700,16.0,65 W,,2.0,,,,,,,,,,,1329.0,1329.0,1329.0,Otro
"Lenovo ThinkStation P3 Tiny
30H00097GE",1.0,Lenovo ThinkStation,,,,,Intel Core i7-14700,disco duro M.2 SSD,,,,Ethernet,,,,,,,,,,,,,,,"18,2 cm",,"3,7 cm",,disco duro SSD,,,,,,,,Intel,Core i7,1.0,,memoria compartida,Microsoft Windows 11 Professional,,,,Raptor Lake Refresh,,33 MB,64 GB,DDR5,5.600 MHz,1.000 GB,,,,,,20 núcleos,2.100 MHz,"5,4 GHz",,,,,,Intel UHD Graphics 770,,ninguno,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,"17,9 cm",,230 W,empresas,"2,1 GHz",,28.0,65 W,,,,,,,,,,,,,1974.4,1974.4,1974.4,Otro
"HP Z2 SFF G9 Workstation
8T1L4EA",1.0,HP Z2,,,,,Intel Core i7-14700K,disco duro SSD,DisplayPort,,,Ethernet,,,,,,,,,,,,,,,"30,8 cm",,"38,4 cm",,disco duro SSD,,,,,,,,Intel,Core i7,1.0,,"6144 MB, memoria compartida",Microsoft Windows 11 Professional,,,,Raptor Lake,,33 MB,32 GB,DDR5,4.800 MHz,1.000 GB,,,,,,20 núcleos,,"5,6 GHz",,GDDR6,,,,NVIDIA RTX A2000,,ninguno,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma pequeño (SFF),negro,10 cm,,550 W / corriente alterna 120/230 V,empresas,"3,4 GHz",,28.0,125 W,,,,,,,,,,,,,3111.99,3111.99,3111.99,Otro
"Lenovo ThinkStation P3 Tiny
30H0001MSP",1.0,Lenovo ThinkStation,,,,,Intel Core i7-13700T,disco duro SSD,,,,"Ethernet, wifi, Bluetooth",,,,,,,,,,,,,,,"18,2 cm",,"3,7 cm","1,4 kg","disco duro SSD, conector de seguridad Kensington",,,,,,,,,Core i7,1.0,,memoria compartida,Microsoft Windows 11 Professional,,,,,,,32 GB,DDR5,4.800 MHz,1.000 GB,,,,,,,,,,,64-Bit,,64 GB,Intel UHD Graphics 770,,ninguno,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,"17,9 cm",,230 W / corriente alterna 120/230 V,empresas,,,,,,2.0,,,,,,,,,,,881.18,881.18,881.18,Otro
"Lenovo ThinkStation P3 Tower
30GS00BPGE",1.0,Lenovo ThinkStation,,,,,Intel Core i9-14900K,disco duro M.2 SSD,,,,,,,,,,,,,,,,,,,,,,,"lector de tarjetas, disco duro SSD",,,,,,,,Intel,Core i9,1.0,,16384 MB,Microsoft Windows 11 Professional,,,,Raptor Lake Refresh,,36 MB,64 GB,DDR5,,1.000 GB,,,,,,24 núcleos,3.200 MHz,6 GHz,,,,,,NVIDIA RTX A4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desktop,,torre,negro,,,750 W,empresas,"3,2 GHz",,32.0,125 W,,,,,,,,,,,,,4007.14,4007.14,4007.14,Otro
"Lenovo ThinkStation P2 Tower
30FR004FGE",2.0,Lenovo ThinkStation,,,,,Intel Core i7-14700K,disco duro SSD,,,,Ethernet,,,,,,,,,,,,,,,"31,6 cm",,17 cm,"9,7 kg","disco duro SSD, lector de tarjetas",,,,,,,,Intel,Core i7,1.0,,8192 MB,Microsoft Windows 11 Professional,,,,Raptor Lake,,33 MB,32 GB,DDR5,4.400 MHz,1.000 GB,,,,,,20 núcleos,,"5,6 GHz",,GDDR6,,,128 GB,NVIDIA GeForce RTX 4060,,,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,,,Desktop,,torre,negro,"37,6 cm",,750 W,empresas,"3,4 GHz",,28.0,125 W,Intel W680,4.0,,,,,,,,,,,2011.44,2253.4,2132.42,Otro
"Lenovo ThinkCentre M70q Gen5
12TD0034GE",1.0,Lenovo ThinkCentre,,,,,Intel Core i5-13400T,disco duro M.2 SSD,,,,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,,,,,,,,,,,,,,"18,29 cm",,"3,65 cm","1,25 kg",disco duro SSD,,,,IEEE 802.11ax,,,,Intel,Core i5,1.0,,memoria compartida,ninguno,,,,,,20 MB,8 GB,DDR5,4.800 MHz,256 GB,,,,,,10 núcleos,1.300 MHz,"4,4 GHz",,,,,64 GB,Intel UHD Graphics 730,,ninguno,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,"17,9 cm",,90 W / corriente alterna 120/230 V,empresas,"1,3 GHz",,16.0,,Intel Q670,2.0,,,,,,,,,,,651.96,651.96,651.96,Otro
"Lenovo ThinkStation P3 Tower
30GS00C6GE",2.0,Lenovo ThinkStation,,,,,Intel Core i9-14900K,disco duro M.2 SSD,,,,,,,,,,,,,,,,,,,,,,,"lector de tarjetas, disco duro SSD",,,,,,,,Intel,Core i9,1.0,,memoria compartida,Microsoft Windows 11 Professional,,,,Raptor Lake Refresh,,36 MB,64 GB,DDR5,,2.000 GB,,,,,,24 núcleos,3.200 MHz,6 GHz,,,,,,Intel UHD Graphics 770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desktop,,torre,negro,,,,empresas,"3,2 GHz",,32.0,125 W,,,,,,,,,,,,,2233.45,2855.6,2544.52,Otro
"HP Pro SFF 290 G9
884G0EA",1.0,HP Pro,,,,,Intel Core i3-13100,disco duro SSD,,,,Ethernet,,,,,,,,,,,,,,,"30,3 cm",,"9,5 cm","4,2 kg",conector de seguridad Kensington,,,,,,,,Intel,Core i3,1.0,,memoria compartida,Microsoft Windows 11 Professional,,,,Palomino,,12 MB,8 GB,DDR4,3.200 MHz,256 GB,,,,,,4 núcleos,,"4,5 GHz",,,,,32 GB,Intel UHD Graphics 730,,grabadora DVD,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma pequeño (SFF),negro,27 cm,,180 W / corriente alterna 120/230 V,empresas,"3,4 GHz",,8.0,58 W,Intel H670,2.0,,,,,,,,,1.0,,675.0,675.0,675.0,Otro
"HP Z2 Mini G9 Workstation
5F151EA",1.0,,,,,,Inter Core i7-12700,disco duro SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel,Core i7,,,,Microsoft Windows 11 Professional,,,,Alder Lake,,25 MB,32 GB,,,1.000 GB,,,,,,12 núcleos,2.100 MHz,"4,9 GHz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desktop,,desktop,,,,,,"2,1 GHz",Socket 1700,20.0,180 W,,,,,,,,,,,,,2112.08,2112.08,2112.08,Otro
"HP Pro 400 G9 SFF
881Y8EA",1.0,HP Pro,,,,,Intel Core i5-14500,disco duro M.2 SSD,,,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,,,,,,,,,,,,,,"17,5 cm",,"17,7 cm",,disco duro SSD,,,,IEEE 802.11ax,,,,Intel,Core i5,1.0,,memoria compartida,Microsoft Windows 11 Professional,,,,,,24 MB,16 GB,DDR5,4.800 MHz,512 GB,,,,,,14 núcleos,,5 GHz,,,,,64 GB,Intel UHD Graphics 770,,grabadora DVD,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma pequeño (SFF),negro,"3,4 cm",,corriente alterna 120/230 V,empresas,"2,6 GHz",,20.0,65 W,,2.0,,,,,,,,,,,1086.73,1086.73,1086.73,Otro
"HP Z2 SFF G9 Workstation
8T1W2EA",1.0,HP Z2,,,,,Intel Core i7-14700,disco duro SSD,DisplayPort,,,Ethernet,,,,,,,,,,,,,,,"30,8 cm",,"38,4 cm",,disco duro SSD,,,,,,,,Intel,Core i7,1.0,,"6144 MB, memoria compartida",Microsoft Windows 11 Professional,,,,Raptor Lake,,33 MB,32 GB,DDR5,4.800 MHz,1.000 GB,,,,,,20 núcleos,,"5,4 GHz",,GDDR6,,,,NVIDIA RTX A2000,,ninguno,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma pequeño (SFF),negro,10 cm,,corriente alterna 120/230 V,empresas,"2,1 GHz",,28.0,,,,,,,,,,,,,,3168.7,3168.7,3168.7,Otro
"HP Elite SFF 800 G9
9N7D5AT",1.0,HP EliteDesk,,,,,Inter Core i7-12700,disco duro M.2 SSD,,,,Ethernet,,,,,,,,,,,,,,,"30,8 cm",,"33,8 cm","5,4 kg",disco duro SSD,,,,,,,,,,1.0,,memoria compartida,Microsoft Windows 11 Professional,,,,,,,16 GB,DDR5,,512 GB,,,,,,,,,,,64-Bit,,,Intel UHD Graphics 770,,grabadora DVD,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma pequeño (SFF),negro,10 cm,,corriente alterna 120/230 V,,,,,,,,"1x PCIe x16, 1x PCIe x4, 2x PCIe x1",,,,,,,,,,1463.99,1463.99,1463.99,Otro
"HP Pro Mini 400 G9
Mini Pro 9H6Z7ET#ABZ",1.0,HP Pro,,,,,Intel Core i5-13500,disco duro SSD,,,,wifi,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel,Core i5,,,,Microsoft Windows 11 Professional,,,,Raptor Lake,,24 MB,16 GB,DDR4,3.200 MHz,1.000 GB,,,,,,14 núcleos,2.500 MHz,"4,8 GHz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desktop,,,,,,,,"2,5 GHz",Socket 1700,20.0,65 W,,,,,,,,,,,,,917.89,917.89,917.89,Otro
"iggual ST PSIPCH
PSIPCH514",1.0,Iggual ST,,,,,Intel Core i7-11700,disco duro SSD,,,,Ethernet,,,,,,,,,,,,,,,"41,6 cm",,"17,2 cm",4 kg,disco duro SSD,,,,,,,,Intel,Core i7,1.0,,memoria compartida,ninguno,,,,Rocket Lake,,16 MB,16 GB,DDR4,2.666 MHz,480 GB,,,,,,8 núcleos,2.500 MHz,"4,9 GHz",,,,,,Intel UHD Graphics 750,,ninguno,,,,,,,,,,,,,,,,,,,,,,,,,,,Desktop,,semitorre,negro,"36,5 cm",,500 W / corriente alterna 120/230 V,,,Socket 1200,16.0,65 W,,,"2x PCIe x1, 1x PCIe x16",,,,,,,,,,609.53,609.53,609.53,Otro
GigaByte BRIX GB-BLCE-4105 (rev. 1.0),1.0,GigaByte BRIX,,,,,Intel Celeron J4105,disco duro M.2 SSD,,,,"Ethernet, wifi",,,,,,,,,,,,,,,"4,68 cm",,"11,26 cm",,,,,,IEEE 802.11ac,,,,Intel,,,,memoria compartida,Microsoft Windows 10 Professional,,,,Gemini Lake,,4 MB,0 GB,DDR4,2.400 MHz,,,,,,,4 núcleos,1.500 MHz,"2,5 GHz",,,64-Bit,,8 GB,Intel UHD Graphics 600,,ninguno,,,,,,,,,,,,,,,,,,,,,,,,,,,Desktop,,barebone,,"11,9 cm",,corriente alterna 120/230 V,,,Socket BGA1090,4.0,10 W,,1.0,,,,,,,,,,,180.27,180.27,180.27,Otro
Shuttle XPC Slim DH670,1.0,Shuttle XPC,,,,,,sin disco duro,,,,Ethernet,,,,,,,,,,,,,,,"16,5 cm",,19 cm,"1,3 kg",lector de tarjetas,,,,,,,,Intel,,0.0,,,,,,,Alder Lake,,,,DDR4,,,,,,,,,,,,,,,64 GB,sin tarjeta gráfica,,,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,kit de montaje VESA,,,,Desktop,,,negro,"4,3 cm",,120 W,bricolaje,,Socket 1700,,,Intel H670,2.0,,1.0,,,,,,,,,423.99,423.99,423.99,Otro
"ASUS NUC 14 Pro Tall
Kit (90AR0072-M000L0)",1.0,ASUS NUC,,,,,Intel Core Ultra 5 125H,disco duro M.2 SSD,HDMI,,,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,,,,,,,,,,,,,,"11,2 cm",,"11,7 cm","0,57 kg",conector de seguridad Kensington,,,,,,,,Intel,Intel Core Ultra 5,0.0,,memoria compartida,ninguno,,,,Meteor Lake,,18 MB,,DDR5,,,,,,,,14 núcleos,1.200 MHz,"4,5 GHz",,,,,96 GB,Intel Arc Graphics,,ninguno,,,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,negro,"5,4 cm",,120 W,bricolaje,"1,2 GHz",Socket FCBGA2049,18.0,28 W,,2.0,,1.0,,,,,,,,,800.08,800.08,800.08,Otro
"HP 290 PRO G9 Tower
Pro 290 937Y5EA#ABZ",1.0,HP Pro,,,,,Intel Core i5-13500,disco duro SSD,,,,wifi,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel,Core i5,,,,Microsoft Windows 11 Professional,,,,Raptor Lake,,24 MB,16 GB,DDR4,3.200 MHz,512 GB,,,,,,12 núcleos,2.500 MHz,"4,8 GHz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desktop,,desktop,,,,,,"2,5 GHz",Socket 1700,20.0,65 W,,,,,,,,,,,,,725.33,725.33,725.33,Otro
"Lenovo ThinkCentre M90q Gen4
12EH000FFR",1.0,Lenovo ThinkCentre,,,,,Intel Core i9-13900,disco duro SSD,,,,"wifi, Bluetooth, Ethernet",Bluetooth 5.1,,,,,,,,,,,,,,"18,3 cm",,"17,9 cm","1,25 kg",,,,,IEEE 802.11ax,,,,Intel,Core i9,,,memoria compartida,Microsoft Windows 11 Professional,,,,,,36 MB,16 GB,DDR5,5.600 MHz,512 GB,,,,,,24 núcleos,,"5,6 GHz",,,64-Bit,,64 GB,Intel UHD Graphics 770,,ninguno,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,,,Desktop,,minitorre,negro,"36,5 cm",,230 W,empresas,2 GHz,,,,Intel Q670,2.0,,,,,,,,,,,1623.14,1623.14,1623.14,Otro
"HP Pro SFF 290 G9
997S2ET",1.0,,,,,,Intel Core i5-12400,disco duro SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel,Core i5,,,,,,,,Alder Lake,,18 MB,16 GB,DDR4,3.200 MHz,512 GB,,,,,,6 núcleos,2.500 MHz,"4,4 GHz",,,,,,Intel Graphics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desktop,,desktop,,,,,,"2,5 GHz",Socket 1700,12.0,65 W,,,,,,,,,,,,,685.84,685.84,685.84,Otro
"Lenovo ThinkCentre M70q Gen4
12E3000HFR",1.0,Lenovo ThinkCentre,,,,,Intel Core i5-13400,disco duro SSD,,,,"wifi, Bluetooth, Ethernet",,,,,,,,,,,,,,,"18,3 cm",,"3,65 cm","1,25 kg",,,,,,,,,Intel,Core i5,,,memoria compartida,Microsoft Windows 11 Professional,,,,Raptor Lake,,20 MB,8 GB,DDR4,3.200 MHz,8.000 GB,,,,,,10 núcleos,2.500 MHz,"4,6 GHz",,,64-Bit,,64 GB,Intel UHD Graphics,,ninguno,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,"17,9 cm",,90 W,empresas,"2,5 GHz",Socket 1700,16.0,65 W,Intel Q670,2.0,,,,,,,,,,,933.2,933.2,933.2,Otro
